figure_no,figure_id,caption_original,caption_ru,api_page,pdf_page,block_id,candidate_id,block_type,original_text,ru_text,stage3_translate,stage3_status,stage3_confidence,bbox_pdf_points_stage3,bbox_crop_pixels_stage3,bbox_asset_pixels_stage3k,bbox_tight_ink_stage3k,bbox_safe_stage3k,line_bboxes_stage3k,replacement_bbox_stage3l,font_size_stage3l,wrapped_ru_stage3l,master_status,action,source_of_approval,source_detail,figure_accepted_keep,user_scope_note,user_policy_note,s49_rebuild_required,do_not_use_v3_mass_output_as_approval
58,Figure 58,Figure 58—Close Coupled Flow Metering Installation Details,Рисунок 58 — Детали компактной установки измерения расхода,188,196,block-011,,note,NOTE 4 Connect high pressure instrument tap to the up steam side of the pipe.,"ПРИМЕЧАНИЕ 4. Отбор высокого давления прибора следует подключать к стороне трубопровода, расположенной вверх по потоку.",True,manual-approved,0.75,"[78.74, 622.42, 408.73, 631.42]","[77, 1085, 737, 1103]",,,,,,,,approved_not_inside_png,skip_caption_or_html_block,stage3_source_translate_true,caption/note is outside crop or represented as HTML,yes,HP и LP это две разных надписи,,no,yes
58,Figure 58,Figure 58—Close Coupled Flow Metering Installation Details,Рисунок 58 — Детали компактной установки измерения расхода,188,196,block-012,,note,NOTE 5 Flow up is preferred for liquid services.,ПРИМЕЧАНИЕ 5. Для жидкостных сред предпочтительно направление потока снизу вверх.,True,manual-approved,0.75,"[78.74, 636.42, 282.12, 645.42]","[77, 1113, 484, 1131]",,,,,,,,approved_not_inside_png,skip_caption_or_html_block,stage3_source_translate_true,caption/note is outside crop or represented as HTML,yes,HP и LP это две разных надписи,,no,yes
58,Figure 58,Figure 58—Close Coupled Flow Metering Installation Details,Рисунок 58 — Детали компактной установки измерения расхода,188,196,block-013,,note,"NOTE 6 Install instrument below the taps for liquids, steam, or condensable vapors.","ПРИМЕЧАНИЕ 6. Для жидкостей, пара или конденсируемых паров прибор следует устанавливать ниже отборов.",True,manual-approved,0.75,"[78.74, 650.43, 425.71, 659.43]","[77, 1141, 771, 1159]",,,,,,,,approved_not_inside_png,skip_caption_or_html_block,stage3_source_translate_true,caption/note is outside crop or represented as HTML,yes,HP и LP это две разных надписи,,no,yes
58,Figure 58,Figure 58—Close Coupled Flow Metering Installation Details,Рисунок 58 — Детали компактной установки измерения расхода,188,196,block-014,,note,NOTE 7 Install the meter above the taps for non-condensing gas.,ПРИМЕЧАНИЕ 7. Для неконденсирующегося газа расходомер следует устанавливать выше отборов.,True,manual-approved,0.75,"[78.74, 664.43, 352.7, 673.43]","[77, 1169, 625, 1187]",,,,,,,,approved_not_inside_png,skip_caption_or_html_block,stage3_source_translate_true,caption/note is outside crop or represented as HTML,yes,HP и LP это две разных надписи,,no,yes
58,Figure 58,Figure 58—Close Coupled Flow Metering Installation Details,Рисунок 58 — Детали компактной установки измерения расхода,188,196,block-015,,note,NOTE 8 For steam service both filling-tees are even with the upper tap.,ПРИМЕЧАНИЕ 8. Для паровой среды оба заполняющих тройника должны находиться на одном уровне с верхним отбором.,True,manual-approved,0.75,"[78.74, 678.43, 376.69, 687.44]","[77, 1197, 673, 1215]",,,,,,,,approved_not_inside_png,skip_caption_or_html_block,stage3_source_translate_true,caption/note is outside crop or represented as HTML,yes,HP и LP это две разных надписи,,no,yes
58,Figure 58,Figure 58—Close Coupled Flow Metering Installation Details,Рисунок 58 — Детали компактной установки измерения расхода,188,196,block-016,,note_group,"NOTE 1 Gauge valves shown, but piping specification gate valves can be provided as well, particularly if rod-out tees are desired.
NOTE 2 Impulse lines should be minimum length and should be symmetrical.
NOTE 3 Slop line at least 1:12 to avoid pocking and to ensure venting or draining.
NOTE 4 Connect high pressure instrument tap to the up steam side of the pipe.
NOTE 5 Flow up is preferred for liquid services.
NOTE 6 Install instrument below the taps for liquids, steam, or condensable vapors.
NOTE 7 Install the meter above the taps for non-condensing gas.
NOTE 8 For steam service both filling-tees are even with the upper tap.","ПРИМЕЧАНИЕ 1. Показаны приборные клапаны, однако могут также применяться задвижки по трубопроводной спецификации, особенно если предусматриваются тройники для прочистки шомполом. ПРИМЕЧАНИЕ 2. Импульсные линии должны быть минимальной длины и располагаться симметрично. ПРИМЕЧАНИЕ 3. Уклон линии должен быть не менее 1:12, чтобы избежать образования карманов и обеспечить вентиляцию или дренирование. ПРИМЕЧАНИЕ 4. Отбор высокого давления прибора следует подключать к стороне трубопровода, расположенной вверх по потоку. ПРИМЕЧАНИЕ 5. Для жидкостных сред предпочтительно направление потока снизу вверх. ПРИМЕЧАНИЕ 6. Для жидкостей, пара или конденсируемых паров прибор следует устанавливать ниже отборов. ПРИМЕЧАНИЕ 7. Для неконденсирующегося газа расходомер следует устанавливать выше отборов. ПРИМЕЧАНИЕ 8. Для паровой среды оба заполняющих тройника должны находиться на одном уровне с верхним отбором.",False,coordinates_only,,"[78.74, 570.4, 457.24, 687.44]",,"[55, 152, 97, 170]","[55, 153, 97, 166]","[53, 151, 99, 168]",,,,,approved_not_inside_png,skip_caption_or_html_block,stage3k_approved,caption/note is outside crop or represented as HTML,yes,HP и LP это две разных надписи,,no,yes
59,Figure 59,Figure 59—Piezometric Wind Stabilization Fitting Fabrication,Рисунок 59 — Изготовление пьезометрического штуцера стабилизации ветрового воздействия,189,197,,fig59_stage3j_candidate_0001,,Refractory and insul,,,stage3k_candidate_only,0.913773477077484,,,"[667, 51, 683, 193]","[663, 47, 687, 197]","[661, 45, 689, 199]","[[667, 51, 683, 193]]",,,,manual_or_strategy_change,manual_review_before_rebuild,stage3k_manual,Не входит в утверждённый пользовательский список или не прошёл фильтр кандидатов.,no,,,yes,yes
59,Figure 59,Figure 59—Piezometric Wind Stabilization Fitting Fabrication,Рисунок 59 — Изготовление пьезометрического штуцера стабилизации ветрового воздействия,189,197,,fig59_stage3j_candidate_0002,,Furnace,,,stage3k_candidate_only,0.913773477077484,,,"[94, 68, 160, 86]","[95, 69, 159, 82]","[93, 67, 161, 84]","[[94, 68, 160, 86]]",,,,manual_or_strategy_change,manual_review_before_rebuild,stage3k_manual,Не входит в утверждённый пользовательский список или не прошёл фильтр кандидатов.,no,,,yes,yes
59,Figure 59,Figure 59—Piezometric Wind Stabilization Fitting Fabrication,Рисунок 59 — Изготовление пьезометрического штуцера стабилизации ветрового воздействия,189,197,,fig59_stage3j_candidate_0003,,Coupling 1½ in. Pipe,,,stage3k_candidate_only,0.913773477077484,,,"[772, 145, 894, 188]","[768, 146, 898, 192]","[766, 144, 900, 194]","[[772, 145, 843, 163], [804, 170, 894, 188]]",,,,manual_or_strategy_change,manual_review_before_rebuild,stage3k_manual,Не входит в утверждённый пользовательский список или не прошёл фильтр кандидатов.,no,,,yes,yes
59,Figure 59,Figure 59—Piezometric Wind Stabilization Fitting Fabrication,Рисунок 59 — Изготовление пьезометрического штуцера стабилизации ветрового воздействия,189,197,,fig59_stage3j_candidate_0005,,Drip,,,stage3k_candidate_only,0.913773477077484,,,"[363, 184, 396, 202]","[364, 185, 396, 206]","[362, 183, 398, 208]","[[363, 184, 396, 202]]",,,,manual_or_strategy_change,manual_review_before_rebuild,stage3k_manual,Не входит в утверждённый пользовательский список или не прошёл фильтр кандидатов.,no,,,yes,yes
59,Figure 59,Figure 59—Piezometric Wind Stabilization Fitting Fabrication,Рисунок 59 — Изготовление пьезометрического штуцера стабилизации ветрового воздействия,189,197,,fig59_stage3j_candidate_0006,,Detail A,,,stage3k_candidate_only,0.913773477077484,,,"[761, 254, 820, 270]","[757, 255, 824, 274]","[755, 253, 826, 276]","[[761, 254, 820, 270]]",,,,manual_or_strategy_change,manual_review_before_rebuild,stage3k_manual,Не входит в утверждённый пользовательский список или не прошёл фильтр кандидатов.,no,,,yes,yes
59,Figure 59,Figure 59—Piezometric Wind Stabilization Fitting Fabrication,Рисунок 59 — Изготовление пьезометрического штуцера стабилизации ветрового воздействия,189,197,,fig59_stage3j_candidate_0007,,NOTE 1 Provided rod out fitting for dirty fuels.,,,stage3k_candidate_only,0.913773477077484,,,"[635, 311, 1003, 329]","[635, 311, 1003, 329]","[633, 309, 1005, 331]","[[635, 311, 1003, 329]]",,,,manual_or_strategy_change,manual_review_before_rebuild,stage3k_manual,Не входит в утверждённый пользовательский список или не прошёл фильтр кандидатов.,no,,,yes,yes
59,Figure 59,Figure 59—Piezometric Wind Stabilization Fitting Fabrication,Рисунок 59 — Изготовление пьезометрического штуцера стабилизации ветрового воздействия,189,197,,fig59_stage3j_candidate_0008,,Drip Leg,,,stage3k_candidate_only,0.913773477077484,,,"[478, 321, 511, 359]","[479, 322, 511, 363]","[477, 320, 513, 365]","[[478, 321, 511, 339], [478, 341, 508, 359]]",,,,manual_or_strategy_change,manual_review_before_rebuild,stage3k_manual,Не входит в утверждённый пользовательский список или не прошёл фильтр кандидатов.,no,,,yes,yes
59,Figure 59,Figure 59—Piezometric Wind Stabilization Fitting Fabrication,Рисунок 59 — Изготовление пьезометрического штуцера стабилизации ветрового воздействия,189,197,,fig59_stage3j_candidate_0009,,See Detail A.,,,stage3k_candidate_only,0.913773477077484,,,"[712, 331, 816, 349]","[712, 331, 816, 349]","[710, 329, 818, 351]","[[712, 331, 816, 349]]",,,,manual_or_strategy_change,manual_review_before_rebuild,stage3k_manual,Не входит в утверждённый пользовательский список или не прошёл фильтр кандидатов.,no,,,yes,yes
59,Figure 59,Figure 59—Piezometric Wind Stabilization Fitting Fabrication,Рисунок 59 — Изготовление пьезометрического штуцера стабилизации ветрового воздействия,189,197,,fig59_stage3j_candidate_0010,,NOTE 2 Draft gauges and manometers located to avoid vibration.,,,stage3k_candidate_only,0.913773477077484,,,"[635, 357, 1016, 395]","[635, 357, 1016, 395]","[633, 355, 1018, 397]","[[635, 357, 1016, 375], [712, 377, 853, 395]]",,,,manual_or_strategy_change,manual_review_before_rebuild,stage3k_manual,Не входит в утверждённый пользовательский список или не прошёл фильтр кандидатов.,no,,,yes,yes
59,Figure 59,Figure 59—Piezometric Wind Stabilization Fitting Fabrication,Рисунок 59 — Изготовление пьезометрического штуцера стабилизации ветрового воздействия,189,197,,fig59_stage3j_candidate_0011,,steel tubing,,,stage3k_candidate_only,0.913773477077484,,,"[203, 383, 295, 401]","[204, 384, 294, 401]","[202, 382, 296, 403]","[[203, 383, 295, 401]]",,,,manual_or_strategy_change,manual_review_before_rebuild,stage3k_manual,Не входит в утверждённый пользовательский список или не прошёл фильтр кандидатов.,no,,,yes,yes
59,Figure 59,Figure 59—Piezometric Wind Stabilization Fitting Fabrication,Рисунок 59 — Изготовление пьезометрического штуцера стабилизации ветрового воздействия,189,197,,fig59_stage3j_candidate_0012,,NOTE 3 Slope all tubing so that no pockets exist.,,,stage3k_candidate_only,0.913773477077484,,,"[635, 403, 1011, 421]","[635, 403, 1011, 421]","[633, 401, 1013, 423]","[[635, 403, 1011, 421]]",,,,manual_or_strategy_change,manual_review_before_rebuild,stage3k_manual,Не входит в утверждённый пользовательский список или не прошёл фильтр кандидатов.,no,,,yes,yes
59,Figure 59,Figure 59—Piezometric Wind Stabilization Fitting Fabrication,Рисунок 59 — Изготовление пьезометрического штуцера стабилизации ветрового воздействия,189,197,,fig59_stage3j_candidate_0013,,NOTE 4 Valve not required for natural draft furnace.,,,stage3k_candidate_only,0.913773477077484,,,"[635, 429, 1030, 447]","[635, 429, 1030, 447]","[633, 427, 1032, 449]","[[635, 429, 1030, 447]]",,,,manual_or_strategy_change,manual_review_before_rebuild,stage3k_manual,Не входит в утверждённый пользовательский список или не прошёл фильтр кандидатов.,no,,,yes,yes
59,Figure 59,Figure 59—Piezometric Wind Stabilization Fitting Fabrication,Рисунок 59 — Изготовление пьезометрического штуцера стабилизации ветрового воздействия,189,197,,fig59_stage3j_candidate_0014,,"NOTE 5 As an alternate to the piezometric draft fitting, provide mud dabber fitting connect to a downward facing street ell. Locate instrument in sheltered wind free area.",,,stage3k_candidate_only,0.913773477077484,,,"[635, 455, 1020, 530]","[631, 475, 645, 491]","[629, 473, 647, 493]","[[635, 455, 1000, 473], [712, 475, 1020, 493], [712, 495, 1000, 513], [712, 515, 999, 530]]",,,,manual_or_strategy_change,manual_review_before_rebuild,stage3k_manual,Не входит в утверждённый пользовательский список или не прошёл фильтр кандидатов.,no,,,yes,yes
59,Figure 59,Figure 59—Piezometric Wind Stabilization Fitting Fabrication,Рисунок 59 — Изготовление пьезометрического штуцера стабилизации ветрового воздействия,189,197,block-001,,caption,Figure 59—Piezometric Wind Stabilization Fitting Fabrication,Рисунок 59 — Изготовление пьезометрического штуцера стабилизации ветрового воздействия,True,caption,0.95,"[169.38, 635.2, 454.99, 646.31]",,,,,,,,,approved_not_inside_png,skip_caption_or_html_block,stage3_source_translate_true,caption/note is outside crop or represented as HTML,no,,,yes,yes
59,Figure 59,Figure 59—Piezometric Wind Stabilization Fitting Fabrication,Рисунок 59 — Изготовление пьезометрического штуцера стабилизации ветрового воздействия,189,197,block-002,,callout,Route to common piezometric draft fitting,Проложить к общему пьезометрическому штуцеру измерения тяги,True,manual-approved,0.75,"[220.75, 371.46, 311.28, 390.46]","[362, 583, 543, 621]","[247, 23, 543, 61]","[248, 24, 542, 65]","[246, 22, 544, 67]",,,,,approved_not_inside_png,skip_caption_or_html_block,stage3_source_translate_true,caption/note is outside crop or represented as HTML,no,,,yes,yes
59,Figure 59,Figure 59—Piezometric Wind Stabilization Fitting Fabrication,Рисунок 59 — Изготовление пьезометрического штуцера стабилизации ветрового воздействия,189,197,block-003,,callout,Open to firebox,Открыто в топку,True,manual-approved,0.75,"[85.65, 419.05, 117.68, 438.05]","[91, 678, 155, 716]","[91, 118, 155, 156]","[91, 119, 159, 160]","[89, 117, 161, 162]",,,,,approved_not_inside_png,skip_caption_or_html_block,stage3_source_translate_true,caption/note is outside crop or represented as HTML,no,,,yes,yes
59,Figure 59,Figure 59—Piezometric Wind Stabilization Fitting Fabrication,Рисунок 59 — Изготовление пьезометрического штуцера стабилизации ветрового воздействия,189,197,block-004,,callout,Minimum 18 in. rise,Минимальный подъём 18″,True,manual-approved,0.75,"[167.52, 461.88, 206.54, 480.88]","[255, 764, 333, 802]","[255, 204, 393, 242]","[256, 200, 397, 246]","[254, 198, 399, 248]",,,,,approved_not_inside_png,skip_caption_or_html_block,stage3_source_translate_true,caption/note is outside crop or represented as HTML,no,,,yes,yes
59,Figure 59,Figure 59—Piezometric Wind Stabilization Fitting Fabrication,Рисунок 59 — Изготовление пьезометрического штуцера стабилизации ветрового воздействия,189,197,block-005,,callout,1½ x ½ in. THD reducer,Резьбовой переходник 1½ × ½″,True,manual-approved,0.75,"[133.65, 493.32, 185.16, 512.32]","[187, 827, 290, 865]","[187, 267, 290, 305]","[187, 263, 291, 301]","[185, 261, 293, 303]",,,,,approved_not_inside_png,skip_caption_or_html_block,stage3_source_translate_true,caption/note is outside crop or represented as HTML,no,,,yes,yes
59,Figure 59,Figure 59—Piezometric Wind Stabilization Fitting Fabrication,Рисунок 59 — Изготовление пьезометрического штуцера стабилизации ветрового воздействия,189,197,block-006,,callout,½ in. Stainless steel tubing,Трубка из нержавеющей стали 1/2″,True,manual-approved,0.75,"[129.12, 541.32, 187.65, 560.32]","[178, 923, 295, 961]","[178, 363, 295, 381]","[179, 364, 295, 385]","[177, 362, 297, 387]",,,,,approved_not_inside_png,skip_caption_or_html_block,stage3_source_translate_true,caption/note is outside crop or represented as HTML,no,,,yes,yes
59,Figure 59,Figure 59—Piezometric Wind Stabilization Fitting Fabrication,Рисунок 59 — Изготовление пьезометрического штуцера стабилизации ветрового воздействия,189,197,block-007,,note,NOTE 1 Provided rod out fitting for dirty fuels. See Detail A.,ПРИМЕЧАНИЕ 1. Для загрязнённых топлив предусмотреть фитинг для прочистки шомполом. См. деталь A.,True,manual-approved,0.75,"[357.5, 515.58, 543.91, 534.58]","[635, 871, 1008, 909]",,,,,,,,approved_not_inside_png,skip_caption_or_html_block,stage3_source_translate_true,caption/note is outside crop or represented as HTML,no,,,yes,yes
59,Figure 59,Figure 59—Piezometric Wind Stabilization Fitting Fabrication,Рисунок 59 — Изготовление пьезометрического штуцера стабилизации ветрового воздействия,189,197,block-008,,note,NOTE 2 Draft gauges and manometers located to avoid vibration.,"ПРИМЕЧАНИЕ 2. Приборы измерения тяги и манометры следует располагать так, чтобы исключить воздействие вибрации.",True,manual-approved,0.75,"[357.5, 538.58, 550.42, 557.58]","[635, 917, 1021, 955]",,,,,,,,approved_not_inside_png,skip_caption_or_html_block,stage3_source_translate_true,caption/note is outside crop or represented as HTML,no,,,yes,yes
59,Figure 59,Figure 59—Piezometric Wind Stabilization Fitting Fabrication,Рисунок 59 — Изготовление пьезометрического штуцера стабилизации ветрового воздействия,189,197,block-009,,note,NOTE 3 Slope all tubing so that no pockets exist.,"ПРИМЕЧАНИЕ 3. Все трубки прокладывать с уклоном так, чтобы не образовывались карманы.",True,manual-approved,0.75,"[357.5, 561.72, 545.46, 570.54]","[635, 963, 1011, 981]",,,,,,,,approved_not_inside_png,skip_caption_or_html_block,stage3_source_translate_true,caption/note is outside crop or represented as HTML,no,,,yes,yes
59,Figure 59,Figure 59—Piezometric Wind Stabilization Fitting Fabrication,Рисунок 59 — Изготовление пьезометрического штуцера стабилизации ветрового воздействия,189,197,block-010,,note,NOTE 4 Valve not required for natural draft furnace.,ПРИМЕЧАНИЕ 4. Для печи с естественной тягой клапан не требуется.,True,manual-approved,0.75,"[357.5, 574.72, 555.12, 583.54]","[635, 989, 1030, 1007]",,,,,,,,approved_not_inside_png,skip_caption_or_html_block,stage3_source_translate_true,caption/note is outside crop or represented as HTML,no,,,yes,yes
59,Figure 59,Figure 59—Piezometric Wind Stabilization Fitting Fabrication,Рисунок 59 — Изготовление пьезометрического штуцера стабилизации ветрового воздействия,189,197,block-011,,note,"NOTE 5 As an alternate to the piezometric draft fitting, provide mud dabber fitting connect to a downward facing street ell. Locate instrument in sheltered wind free area.","ПРИМЕЧАНИЕ 5. В качестве альтернативы пьезометрическому штуцеру измерения тяги предусмотреть штуцер типа mud-dabber, присоединённый к уличному отводу, направленному вниз. Располагать прибор в защищённой от ветра зоне.",True,manual-approved,0.75,"[357.5, 587.72, 552.53, 626.53]","[635, 1015, 1025, 1093]",,,,,,,,approved_not_inside_png,skip_caption_or_html_block,stage3_source_translate_true,caption/note is outside crop or represented as HTML,no,,,yes,yes
59,Figure 59,Figure 59—Piezometric Wind Stabilization Fitting Fabrication,Рисунок 59 — Изготовление пьезометрического штуцера стабилизации ветрового воздействия,189,197,block-012,,note_group,"NOTE 1 Provided rod out fitting for dirty fuels. See Detail A.
NOTE 2 Draft gauges and manometers located to avoid vibration.
NOTE 3 Slope all tubing so that no pockets exist.
NOTE 4 Valve not required for natural draft furnace.
NOTE 5 As an alternate to the piezometric draft fitting, provide mud dabber fitting connect to a downward facing street ell. Locate instrument in sheltered wind free area.","ПРИМЕЧАНИЕ 1. Для загрязнённых топлив предусмотреть фитинг для прочистки шомполом. См. деталь A. ПРИМЕЧАНИЕ 2. Приборы измерения тяги и манометры следует располагать так, чтобы исключить воздействие вибрации. ПРИМЕЧАНИЕ 3. Все трубки прокладывать с уклоном так, чтобы не образовывались карманы. ПРИМЕЧАНИЕ 4. Для печи с естественной тягой клапан не требуется. ПРИМЕЧАНИЕ 5. В качестве альтернативы пьезометрическому штуцеру измерения тяги предусмотреть штуцер типа mud-dabber, присоединённый к уличному отводу, направленному вниз. Располагать прибор в защищённой от ветра зоне.",False,coordinates_only,,"[357.5, 515.58, 555.12, 626.53]",,"[247, 31, 293, 49]","[248, 32, 297, 53]","[246, 30, 299, 55]",,,,,approved_not_inside_png,skip_caption_or_html_block,stage3_source_nontranslated_protected,caption/note is outside crop or represented as HTML,no,,,yes,yes
60,Figure 60,Figure 60—Piezometric Wind Stabilization Fitting Fabrication,Рисунок 60 — Изготовление пьезометрического штуцера стабилизации ветрового воздействия,190,198,,fig60_stage3j_candidate_0005,,To furnace,,,stage3k_candidate_only,1.0,,,"[796, 821, 880, 839]","[796, 821, 879, 834]","[794, 819, 881, 836]","[[796, 821, 880, 839]]",,,,manual_or_strategy_change,manual_review_before_rebuild,stage3k_manual,Не входит в утверждённый пользовательский список или не прошёл фильтр кандидатов.,no,,,yes,yes
60,Figure 60,Figure 60—Piezometric Wind Stabilization Fitting Fabrication,Рисунок 60 — Изготовление пьезометрического штуцера стабилизации ветрового воздействия,190,198,,fig60_stage3j_candidate_0006,,or gauge,,,stage3k_candidate_only,1.0,,,"[522, 828, 593, 846]","[522, 831, 592, 845]","[520, 829, 594, 847]","[[522, 828, 593, 846]]",,,,manual_or_strategy_change,manual_review_before_rebuild,stage3k_manual,Не входит в утверждённый пользовательский список или не прошёл фильтр кандидатов.,no,,,yes,yes
60,Figure 60,Figure 60—Piezometric Wind Stabilization Fitting Fabrication,Рисунок 60 — Изготовление пьезометрического штуцера стабилизации ветрового воздействия,190,198,block-001,,caption,Figure 60—Piezometric Wind Stabilization Fitting Fabrication,Рисунок 60 — Изготовление пьезометрического штуцера стабилизации ветрового воздействия,True,caption,0.95,"[157.38, 699.05, 443.0, 710.16]",,,,,,,,,approved_not_inside_png,skip_caption_or_html_block,stage3_source_translate_true,caption/note is outside crop or represented as HTML,no,,,yes,yes
60,Figure 60,Figure 60—Piezometric Wind Stabilization Fitting Fabrication,Рисунок 60 — Изготовление пьезометрического штуцера стабилизации ветрового воздействия,190,198,block-002,,callout,Stainless steel threaded pipe cap,Резьбовая трубная заглушка из нержавеющей стали,True,manual-approved,0.75,"[233.71, 114.16, 305.75, 133.16]","[387, 68, 532, 106]","[387, 68, 532, 106]","[388, 69, 531, 106]","[386, 67, 533, 108]",,,,,needs_master_review_or_rebuild,rebuild_from_original_pdf_s49_or_manual,stage3_source_translate_true,not in accepted figure set; use approved source labels and new compact bbox strategy,no,,,yes,yes
60,Figure 60,Figure 60—Piezometric Wind Stabilization Fitting Fabrication,Рисунок 60 — Изготовление пьезометрического штуцера стабилизации ветрового воздействия,190,198,block-003,,callout,Mount fitting vertically at a high point located so it has free wind movement on all sides.,"Установить фитинг вертикально в верхней точке, расположенной так, чтобы был свободный обдув ветром со всех сторон.",True,manual-approved,0.75,"[275.53, 174.78, 404.11, 203.78]","[471, 190, 728, 248]","[238, 190, 723, 248]","[240, 186, 722, 252]","[238, 184, 724, 254]",,,,,needs_master_review_or_rebuild,rebuild_from_original_pdf_s49_or_manual,stage3_source_translate_true,not in accepted figure set; use approved source labels and new compact bbox strategy,no,,,yes,yes
60,Figure 60,Figure 60—Piezometric Wind Stabilization Fitting Fabrication,Рисунок 60 — Изготовление пьезометрического штуцера стабилизации ветрового воздействия,190,198,block-004,,dimension_or_callout,Pipe to be 2 NPS stainless steel,Труба должна быть 2 NPS из нержавеющей стали,True,manual-approved,0.75,"[395.37, 255.57, 464.41, 274.57]","[711, 351, 849, 389]","[711, 351, 849, 389]","[711, 352, 848, 385]","[709, 350, 850, 387]",,,,,needs_master_review_or_rebuild,rebuild_from_original_pdf_s49_or_manual,stage3_source_translate_true,not in accepted figure set; use approved source labels and new compact bbox strategy,no,,,yes,yes
60,Figure 60,Figure 60—Piezometric Wind Stabilization Fitting Fabrication,Рисунок 60 — Изготовление пьезометрического штуцера стабилизации ветрового воздействия,190,198,block-005,,dimension_or_callout,No. 70 drill (0.711 mm) deburred and polished,"Сверло № 70 (0,711 мм); отверстие зачистить от заусенцев и отполировать",True,manual-approved,0.75,"[360.37, 410.21, 451.23, 429.21]","[641, 660, 822, 698]","[641, 661, 822, 699]","[641, 661, 822, 698]","[639, 659, 824, 700]",,,,,needs_master_review_or_rebuild,rebuild_from_original_pdf_s49_or_manual,stage3_source_translate_true,not in accepted figure set; use approved source labels and new compact bbox strategy,no,,,yes,yes
60,Figure 60,Figure 60—Piezometric Wind Stabilization Fitting Fabrication,Рисунок 60 — Изготовление пьезометрического штуцера стабилизации ветрового воздействия,190,198,block-006,,callout,Free drain tube no pockets,Трубка свободного дренажа без карманов,True,manual-approved,0.75,"[253.74, 441.5, 314.77, 460.5]","[427, 723, 550, 761]","[427, 724, 550, 762]","[428, 724, 549, 761]","[426, 722, 551, 763]",,,,,needs_master_review_or_rebuild,rebuild_from_original_pdf_s49_or_manual,stage3_source_translate_true,not in accepted figure set; use approved source labels and new compact bbox strategy,no,,,yes,yes
60,Figure 60,Figure 60—Piezometric Wind Stabilization Fitting Fabrication,Рисунок 60 — Изготовление пьезометрического штуцера стабилизации ветрового воздействия,190,198,block-007,,callout,1/2 stainless steel tube,Трубка из нержавеющей стали 1/2″,True,manual-approved,0.75,"[123.68, 522.76, 169.53, 541.85]","[167, 886, 259, 924]","[167, 886, 259, 924]","[168, 886, 259, 920]","[166, 884, 261, 922]",,,,,needs_master_review_or_rebuild,rebuild_from_original_pdf_s49_or_manual,stage3_source_translate_true,not in accepted figure set; use approved source labels and new compact bbox strategy,no,,,yes,yes
60,Figure 60,Figure 60—Piezometric Wind Stabilization Fitting Fabrication,Рисунок 60 — Изготовление пьезометрического штуцера стабилизации ветрового воздействия,190,198,block-008,,callout,To other draft instruments,К другим приборам измерения тяги,True,manual-approved,0.75,"[126.21, 609.41, 179.24, 628.41]","[172, 1059, 278, 1097]","[172, 1060, 278, 1098]","[173, 1060, 279, 1093]","[171, 1058, 281, 1095]",,,,,needs_master_review_or_rebuild,rebuild_from_original_pdf_s49_or_manual,stage3_source_translate_true,not in accepted figure set; use approved source labels and new compact bbox strategy,no,,,yes,yes
60,Figure 60,Figure 60—Piezometric Wind Stabilization Fitting Fabrication,Рисунок 60 — Изготовление пьезометрического штуцера стабилизации ветрового воздействия,190,198,block-009,,callout,Draft transmitter or gauge,Преобразователь тяги или манометр,True,manual-approved,0.75,"[286.28, 483.54, 350.8, 502.54]","[493, 807, 622, 845]","[493, 808, 622, 826]","[494, 808, 622, 821]","[492, 806, 624, 823]",,,,,needs_master_review_or_rebuild,rebuild_from_original_pdf_s49_or_manual,stage3_source_translate_true,not in accepted figure set; use approved source labels and new compact bbox strategy,no,,,yes,yes
60,Figure 60,Figure 60—Piezometric Wind Stabilization Fitting Fabrication,Рисунок 60 — Изготовление пьезометрического штуцера стабилизации ветрового воздействия,190,198,block-010,,callout,Drip legs to collect moisture,Дренажные карманы для сбора влаги,True,manual-approved,0.75,"[383.25, 649.49, 456.78, 668.49]","[686, 1139, 834, 1177]","[687, 1140, 834, 1178]","[683, 1140, 834, 1173]","[681, 1138, 836, 1175]",,,,,needs_master_review_or_rebuild,rebuild_from_original_pdf_s49_or_manual,stage3_source_translate_true,not in accepted figure set; use approved source labels and new compact bbox strategy,no,,,yes,yes
61,Figure 61,Figure 61—A Commercial Piezometric Wind Stabilization Fitting,Рисунок 61 — Промышленный пьезометрический штуцер стабилизации ветрового воздействия,191,199,,fig61_stage3j_candidate_0003,,Bottom view,,,stage3k_candidate_only,1.0,,,"[173, 284, 288, 300]","[174, 285, 288, 300]","[172, 283, 290, 300]","[[173, 284, 288, 300]]",,,,manual_or_strategy_change,manual_review_before_rebuild,stage3k_manual,Не входит в утверждённый пользовательский список или не прошёл фильтр кандидатов.,no,,,yes,yes
61,Figure 61,Figure 61—A Commercial Piezometric Wind Stabilization Fitting,Рисунок 61 — Промышленный пьезометрический штуцер стабилизации ветрового воздействия,191,199,,fig61_stage3j_candidate_0004,,Side view,,,stage3k_candidate_only,1.0,,,"[744, 284, 832, 300]","[745, 285, 832, 300]","[743, 283, 834, 300]","[[744, 284, 832, 300]]",,,,manual_or_strategy_change,manual_review_before_rebuild,stage3k_manual,Не входит в утверждённый пользовательский список или не прошёл фильтр кандидатов.,no,,,yes,yes
